time_M60,open_M60,high_M60,low_M60,close_M60,volume_M60,amt_M60,MA5_M60,MA10_M60,MA20_M60,MA60_M60,time_j,time_D,open_D,high_D,low_D,close_D,volume_D,amt_D,MA5_D,MA10_D,MA20_D,MA60_D,DTPL,sig,sell,buy,stop_loss,close_D_diff,hold
2018-01-02 10:30:00,7027.63,7047.15,7022.23,7047.06,2740559800.0,29820300956.7,7047.06,7047.06,7047.06,7047.06,2018-01-02,2018-01-02,7027.63,7092.22,7022.23,7092.09,7719102700.0,83707133096.0,7092.09,7092.09,7092.09,7092.09,False,False,0.0,0.0,0.0,,0
2018-01-02 11:30:00,7047.36,7066.67,7042.81,7064.32,1488643100.0,16249278574.2,7055.69,7055.69,7055.69,7055.69,2018-01-02,2018-01-02,7027.63,7092.22,7022.23,7092.09,7719102700.0,83707133096.0,7092.09,7092.09,7092.09,7092.09,False,False,0.0,0.0,0.0,0.0,0
2018-01-02 14:00:00,7064.3,7083.07,7064.3,7077.63,1508467500.0,16220182598.1,7063.0,7063.0,7063.0,7063.0,2018-01-02,2018-01-02,7027.63,7092.22,7022.23,7092.09,7719102700.0,83707133096.0,7092.09,7092.09,7092.09,7092.09,False,False,0.0,0.0,0.0,0.0,0
2018-01-02 15:00:00,7077.67,7092.22,7073.41,7092.09,1981432300.0,21417370967.0,7070.28,7070.28,7070.28,7070.28,2018-01-02,2018-01-02,7027.63,7092.22,7022.23,7092.09,7719102700.0,83707133096.0,7092.09,7092.09,7092.09,7092.09,False,False,0.0,0.0,0.0,0.0,0
2018-01-03 10:30:00,7090.87,7123.29,7083.11,7118.82,3555428100.0,39503016965.3,7079.98,7079.98,7079.98,7079.98,2018-01-03,2018-01-03,7090.87,7163.86,7083.11,7159.88,9141001000.0,102536974169.1,7125.99,7125.99,7125.99,7125.99,True,False,0.0,0.0,0.0,67.78999999999996,0
2018-01-03 11:30:00,7118.68,7149.61,7118.05,7149.5,1884598900.0,20954705724.6,7100.47,7091.57,7091.57,7091.57,2018-01-03,2018-01-03,7090.87,7163.86,7083.11,7159.88,9141001000.0,102536974169.1,7125.99,7125.99,7125.99,7125.99,True,False,0.0,0.0,0.0,0.0,0
2018-01-03 14:00:00,7149.84,7155.39,7139.01,7145.42,1597876700.0,18412467571.1,7116.69,7099.26,7099.26,7099.26,2018-01-03,2018-01-03,7090.87,7163.86,7083.11,7159.88,9141001000.0,102536974169.1,7125.99,7125.99,7125.99,7125.99,True,False,0.0,0.0,0.0,0.0,0
2018-01-03 15:00:00,7145.3,7163.86,7144.81,7159.88,2103097300.0,23666783908.1,7133.14,7106.84,7106.84,7106.84,2018-01-03,2018-01-03,7090.87,7163.86,7083.11,7159.88,9141001000.0,102536974169.1,7125.99,7125.99,7125.99,7125.99,True,False,0.0,0.0,0.0,0.0,0
2018-01-04 10:30:00,7149.68,7165.6,7141.7,7161.95,3161578600.0,35407754158.1,7147.11,7112.96,7112.96,7112.96,2018-01-04,2018-01-04,7149.68,7175.35,7141.7,7174.86,8882211800.0,100784812930.6,7142.28,7142.28,7142.28,7142.28,True,False,0.0,0.0,0.0,14.979999999999563,0
2018-01-04 11:30:00,7161.85,7165.21,7155.31,7158.23,1659899900.0,18806984455.0,7154.99,7117.49,7117.49,7117.49,2018-01-04,2018-01-04,7149.68,7175.35,7141.7,7174.86,8882211800.0,100784812930.6,7142.28,7142.28,7142.28,7142.28,True,False,0.0,0.0,0.0,0.0,0
2018-01-04 14:00:00,7158.26,7172.58,7157.35,7163.8,1774270000.0,20510479924.4,7157.86,7129.16,7121.7,7121.7,2018-01-04,2018-01-04,7149.68,7175.35,7141.7,7174.86,8882211800.0,100784812930.6,7142.28,7142.28,7142.28,7142.28,True,False,0.0,0.0,0.0,0.0,0
2018-01-04 15:00:00,7163.52,7175.35,7154.14,7174.86,2286463300.0,26059594393.1,7163.74,7140.22,7126.13,7126.13,2018-01-04,2018-01-04,7149.68,7175.35,7141.7,7174.86,8882211800.0,100784812930.6,7142.28,7142.28,7142.28,7142.28,True,False,0.0,0.0,0.0,0.0,0
2018-01-05 10:30:00,7172.0,7183.06,7163.04,7176.32,3352441000.0,38820101293.0,7167.03,7150.09,7129.99,7129.99,2018-01-05,2018-01-05,7172.0,7194.98,7163.04,7176.87,9240143300.0,103063159904.3,7150.93,7150.93,7150.93,7150.93,True,False,0.0,0.0,0.0,2.0100000000002183,0
2018-01-05 11:30:00,7176.05,7191.42,7169.73,7191.34,1840561100.0,19940075180.0,7172.91,7160.01,7134.37,7134.37,2018-01-05,2018-01-05,7172.0,7194.98,7163.04,7176.87,9240143300.0,103063159904.3,7150.93,7150.93,7150.93,7150.93,True,False,0.0,0.0,0.0,0.0,0
2018-01-05 14:00:00,7191.41,7194.98,7169.55,7171.99,1748521600.0,19198162670.0,7175.66,7165.33,7136.88,7136.88,2018-01-05,2018-01-05,7172.0,7194.98,7163.04,7176.87,9240143300.0,103063159904.3,7150.93,7150.93,7150.93,7150.93,True,False,0.0,0.0,0.0,0.0,0
2018-01-05 15:00:00,7171.98,7188.59,7171.98,7176.87,2298619600.0,25104820761.3,7178.28,7168.07,7139.38,7139.38,2018-01-05,2018-01-05,7172.0,7194.98,7163.04,7176.87,9240143300.0,103063159904.3,7150.93,7150.93,7150.93,7150.93,True,False,0.0,0.0,0.0,0.0,0
2018-01-08 10:30:00,7172.04,7172.3,7132.94,7154.1,3722993200.0,42187164989.0,7174.12,7168.93,7140.25,7140.25,2018-01-08,2018-01-08,7172.04,7188.54,7132.94,7188.29,9759601400.0,108927482500.2,7158.4,7158.4,7158.4,7158.4,True,False,0.0,0.0,0.0,11.420000000000073,0
2018-01-08 11:30:00,7153.72,7166.77,7144.94,7159.27,1918327200.0,21233541395.8,7170.71,7168.87,7141.3,7141.3,2018-01-08,2018-01-08,7172.04,7188.54,7132.94,7188.29,9759601400.0,108927482500.2,7158.4,7158.4,7158.4,7158.4,True,False,0.0,0.0,0.0,0.0,0
2018-01-08 14:00:00,7159.29,7174.0,7158.6,7161.46,1877452900.0,19999654782.5,7164.74,7168.82,7142.36,7142.36,2018-01-08,2018-01-08,7172.04,7188.54,7132.94,7188.29,9759601400.0,108927482500.2,7158.4,7158.4,7158.4,7158.4,True,False,0.0,0.0,0.0,0.0,0
2018-01-08 15:00:00,7161.52,7188.54,7159.56,7188.29,2240828100.0,25507121332.9,7168.0,7171.83,7144.66,7144.66,2018-01-08,2018-01-08,7172.04,7188.54,7132.94,7188.29,9759601400.0,108927482500.2,7158.4,7158.4,7158.4,7158.4,True,False,0.0,0.0,0.0,0.0,0
2018-01-09 10:30:00,7179.93,7183.28,7167.31,7167.31,3324414600.0,36374263147.3,7166.09,7172.18,7150.67,7145.74,2018-01-09,2018-01-09,7179.93,7183.28,7156.2,7176.74,8476207300.0,94406583340.0,7175.33,7161.46,7161.46,7161.46,True,False,0.0,0.0,0.0,-11.550000000000182,0
2018-01-09 11:30:00,7167.32,7178.57,7162.63,7170.05,1597781800.0,18032834059.2,7169.28,7171.7,7155.96,7146.84,2018-01-09,2018-01-09,7179.93,7183.28,7156.2,7176.74,8476207300.0,94406583340.0,7175.33,7161.46,7161.46,7161.46,True,False,0.0,0.0,0.0,0.0,0
2018-01-09 14:00:00,7170.65,7176.07,7164.68,7174.0,1560605100.0,17691292550.7,7172.22,7171.47,7160.78,7148.02,2018-01-09,2018-01-09,7179.93,7183.28,7156.2,7176.74,8476207300.0,94406583340.0,7175.33,7161.46,7161.46,7161.46,True,False,0.0,0.0,0.0,0.0,0
2018-01-09 15:00:00,7174.13,7177.23,7156.2,7176.74,1993405800.0,22308193582.8,7175.28,7170.01,7165.01,7149.22,2018-01-09,2018-01-09,7179.93,7183.28,7156.2,7176.74,8476207300.0,94406583340.0,7175.33,7161.46,7161.46,7161.46,True,False,0.0,0.0,0.0,0.0,0
2018-01-10 10:30:00,7172.73,7175.08,7151.53,7164.4,3224724200.0,36606571592.9,7170.5,7169.25,7167.29,7149.83,2018-01-10,2018-01-10,7172.73,7175.08,7089.66,7138.78,9208339700.0,103132729868.9,7171.11,7158.22,7158.22,7158.22,False,False,0.0,0.0,0.0,-37.960000000000036,0
2018-01-10 11:30:00,7164.86,7165.39,7136.49,7138.05,1706645400.0,19045967547.0,7164.65,7165.37,7166.72,7149.37,2018-01-10,2018-01-10,7172.73,7175.08,7089.66,7138.78,9208339700.0,103132729868.9,7171.11,7158.22,7158.22,7158.22,False,True,0.0,0.0,0.0,0.0,0
2018-01-10 14:00:00,7138.04,7138.92,7089.71,7090.21,2106912100.0,23084657683.1,7148.68,7158.98,7163.96,7147.18,2018-01-10,2018-01-10,7172.73,7175.08,7089.66,7138.78,9208339700.0,103132729868.9,7171.11,7158.22,7158.22,7158.22,False,False,0.0,0.0,0.0,0.0,0
2018-01-10 15:00:00,7089.84,7139.06,7089.66,7138.78,2170058000.0,24395533045.9,7141.64,7156.93,7162.9,7146.88,2018-01-10,2018-01-10,7172.73,7175.08,7089.66,7138.78,9208339700.0,103132729868.9,7171.11,7158.22,7158.22,7158.22,False,False,0.0,0.0,0.0,0.0,0
2018-01-11 10:30:00,7121.46,7121.46,7093.73,7106.7,3225269300.0,36957016137.4,7127.63,7151.45,7160.14,7145.5,2018-01-11,2018-01-11,7121.46,7180.33,7093.73,7175.4,8917055700.0,100924157574.7,7171.22,7160.36,7160.36,7160.36,True,False,0.0,0.0,0.0,36.61999999999989,0
2018-01-11 11:30:00,7106.63,7128.98,7106.26,7128.75,1555511900.0,17984758093.3,7120.5,7145.5,7158.66,7144.94,2018-01-11,2018-01-11,7121.46,7180.33,7093.73,7175.4,8917055700.0,100924157574.7,7171.22,7160.36,7160.36,7160.36,True,False,0.0,0.0,0.0,0.0,0
2018-01-11 14:00:00,7131.56,7172.9,7131.56,7172.9,1926059000.0,21275351673.6,7127.47,7146.06,7159.12,7145.84,2018-01-11,2018-01-11,7121.46,7180.33,7093.73,7175.4,8917055700.0,100924157574.7,7171.22,7160.36,7160.36,7160.36,True,False,0.0,0.0,0.0,0.0,0
2018-01-11 15:00:00,7172.98,7180.33,7163.27,7175.4,2210215500.0,24707031670.4,7144.51,7146.59,7159.15,7146.77,2018-01-11,2018-01-11,7121.46,7180.33,7093.73,7175.4,8917055700.0,100924157574.7,7171.22,7160.36,7160.36,7160.36,True,False,0.0,0.0,0.0,0.0,0
2018-01-12 10:30:00,7166.75,7174.84,7155.65,7160.76,3449779700.0,37310957351.2,7148.9,7145.27,7158.37,7147.19,2018-01-12,2018-01-12,7166.75,7174.84,7125.23,7127.83,9288887900.0,96816230499.2,7161.41,7156.75,7156.75,7156.75,False,False,0.0,0.0,0.0,-47.56999999999971,0
2018-01-12 11:30:00,7160.72,7166.98,7149.7,7156.88,2220568300.0,20606398103.7,7158.94,7143.28,7156.65,7147.47,2018-01-12,2018-01-12,7166.75,7174.84,7125.23,7127.83,9288887900.0,96816230499.2,7161.41,7156.75,7156.75,7156.75,False,False,0.0,0.0,0.0,0.0,0
2018-01-12 14:00:00,7156.94,7158.54,7125.23,7128.49,1580558000.0,16390188940.2,7158.89,7139.69,7154.47,7146.93,2018-01-12,2018-01-12,7166.75,7174.84,7125.23,7127.83,9288887900.0,96816230499.2,7161.41,7156.75,7156.75,7156.75,False,False,0.0,0.0,0.0,0.0,0
2018-01-12 15:00:00,7128.01,7146.37,7126.77,7127.83,2037981900.0,22508686104.1,7149.87,7138.67,7152.02,7146.4,2018-01-12,2018-01-12,7166.75,7174.84,7125.23,7127.83,9288887900.0,96816230499.2,7161.41,7156.75,7156.75,7156.75,False,False,0.0,0.0,0.0,0.0,0
2018-01-15 10:30:00,7103.61,7103.7,7019.8,7023.75,4318071700.0,44296936672.0,7119.54,7132.03,7145.5,7143.09,2018-01-15,2018-01-15,7103.61,7103.7,6912.71,6929.31,10675138600.0,112357557863.4,7109.61,7134.0,7134.0,7134.0,False,False,0.0,0.0,0.0,-198.51999999999953,0
2018-01-15 11:30:00,7023.77,7029.07,7009.72,7009.84,1726844200.0,18829539601.6,7089.36,7119.13,7138.03,7139.58,2018-01-15,2018-01-15,7103.61,7103.7,6912.71,6929.31,10675138600.0,112357557863.4,7109.61,7134.0,7134.0,7134.0,False,False,0.0,0.0,0.0,0.0,0
2018-01-15 14:00:00,7009.66,7009.66,6947.3,6958.32,2041930600.0,21814475842.1,7049.65,7104.29,7127.87,7134.93,2018-01-15,2018-01-15,7103.61,7103.7,6912.71,6929.31,10675138600.0,112357557863.4,7109.61,7134.0,7134.0,7134.0,False,False,0.0,0.0,0.0,0.0,0
2018-01-15 15:00:00,6958.2,6970.9,6912.71,6929.31,2588292100.0,27416605747.7,7009.81,7084.35,7114.92,7129.79,2018-01-15,2018-01-15,7103.61,7103.7,6912.71,6929.31,10675138600.0,112357557863.4,7109.61,7134.0,7134.0,7134.0,False,False,0.0,0.0,0.0,0.0,0
2018-01-16 10:30:00,6916.16,6949.55,6915.99,6943.38,2920651900.0,30994216558.8,6972.92,7061.4,7103.73,7125.24,2018-01-16,2018-01-16,6916.16,6960.73,6915.99,6960.68,8686545400.0,93053137560.9,7066.4,7120.86,7118.25,7118.25,False,False,0.0,0.0,0.0,31.36999999999989,0
2018-01-16 11:30:00,6943.43,6957.13,6938.46,6940.79,1433528400.0,16089392764.0,6956.33,7037.93,7092.26,7120.85,2018-01-16,2018-01-16,6916.16,6960.73,6915.99,6960.68,8686545400.0,93053137560.9,7066.4,7120.86,7118.25,7118.25,False,False,0.0,0.0,0.0,0.0,0
2018-01-16 14:00:00,6940.78,6947.73,6928.72,6928.72,1839798200.0,19951558694.6,6940.1,7014.73,7080.0,7116.39,2018-01-16,2018-01-16,6916.16,6960.73,6915.99,6960.68,8686545400.0,93053137560.9,7066.4,7120.86,7118.25,7118.25,False,False,0.0,0.0,0.0,0.0,0
